flag_labelx,FMN1,FMD1,MFMD1,MFMN1,MMAV11,MMAV21,MAV1,SSI1,WAMP1,WL1,ZC1,IEMG1,VAR1,SSC1,RMS1,FR1,FMN2,FMD2,MFMD2,MFMN2,MMAV12,MMAV22,MAV2,SSI2,WAMP2,WL2,ZC2,IEMG2,VAR2,SSC2,RMS2,FR2
1,2971.586,3133.036,279.922,2646.433,0.397,0.273,0.538,19.135,0,0.991,0,34.448,0.009,0,0.068,0,2971.586,3133.036,279.922,2646.433,2.218,1.554,2.975,572.918,0,3.116,0,190.431,0.098,0,0.373,0
1,2963.177,2473.697,252.644,2629.127,0.356,0.25,0.477,14.91,0,0.691,0,30.573,0.004,0,0.06,0,2963.177,2473.697,252.644,2629.127,2.241,1.57,3.007,585.012,0,3.37,0,192.459,0.097,0,0.377,0
1,2963.655,6581.166,411.649,2630.402,0.581,0.409,0.779,39.627,0,0.961,0,49.88,0.011,0,0.098,0,2963.655,6581.166,411.649,2630.402,2.254,1.577,3.026,590.932,0,2.746,0,193.685,0.074,0,0.379,0
1,2964.744,12023.345,554.19,2637.07,0.787,0.553,1.054,72.415,0,1.227,0,67.509,0.018,0,0.132,0,2964.744,12023.345,554.19,2637.07,2.266,1.585,3.043,596.519,0,2.649,0,194.79,0.057,0,0.381,0
1,2965.143,16914.528,652.815,2641.331,0.933,0.656,1.251,101.879,0,1.433,0,80.099,0.025,0,0.157,0,2965.143,16914.528,652.815,2641.331,2.274,1.59,3.055,600.49,0,2.57,0,195.529,0.048,0,0.382,0
1,2966.401,17229.054,654.634,2647.751,0.942,0.66,1.264,103.922,0,1.489,0,80.907,0.025,0,0.159,0,2966.401,17229.054,654.634,2647.751,2.278,1.592,3.06,602.783,0,2.465,0,195.871,0.051,0,0.383,0
1,2967.877,14328.944,593.79,2653.41,0.861,0.605,1.152,86.586,0,1.512,0,73.791,0.023,0,0.145,0,2967.877,14328.944,593.79,2653.41,2.28,1.595,3.061,603.834,0,2.591,0,195.937,0.061,0,0.383,0
1,2968.249,7942.138,441.787,2654.221,0.639,0.448,0.858,48.016,0,1.156,0,54.929,0.013,0,0.108,0,2968.249,7942.138,441.787,2654.221,2.28,1.596,3.061,604.933,0,2.889,0,195.919,0.08,0,0.384,0
1,2968.984,4177.059,317.947,2654.775,0.464,0.325,0.622,25.283,0,0.898,0,39.821,0.007,0,0.078,0,2968.984,4177.059,317.947,2654.775,2.282,1.598,3.063,607.026,0,3.217,0,196.053,0.1,0,0.384,0
1,2968.91,1782.122,208.633,2654.631,0.303,0.212,0.406,10.789,0,0.655,0,26.015,0.003,0,0.051,0,2968.91,1782.122,208.633,2654.631,2.284,1.602,3.064,608.272,0,3.241,0,196.105,0.115,0,0.385,0
1,2968.351,833.546,142.996,2654.706,0.207,0.145,0.278,5.045,0,0.466,0,17.8,0.001,0,0.035,0,2968.351,833.546,142.996,2654.706,2.284,1.602,3.064,608.947,0,3.546,0,196.114,0.124,0,0.385,0
